IDX	Sector	Specialisation	Occupation	Participant	URL type (Type NA if can't find)	Licence	Occupation_perceived_gender	Participant_perceived_gender	Error codes	Annotator
OP_298	office	general_office	supervisor	employee	https://images.pexels.com/photos/8424464/pexels-photo-8424464.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas
OP_299	office	general_office	supervisor	employee	https://images.pexels.com/photos/8067938/pexels-photo-8067938.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas
OP_300	office	general_office	supervisor	employee	https://images.pexels.com/photos/8067824/pexels-photo-8067824.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Thomas
OP_301	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/1325735/pexels-photo-1325735.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	masculine	masculine		Hannah
OP_302	retail	customer_facing	clerk	customer	https://cdn4.picryl.com/photo/2019/09/18/howard-fulcher-waits-on-customer-luke-martin-485608-1024.jpg	Yes	masculine	masculine		Hannah
OP_303	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/8422720/pexels-photo-8422720.jpeg	Yes	masculine	masculine		Hannah
OP_304	retail	customer_facing	clerk	customer	https://live.staticflickr.com/1663/25726927105_56355cdc60_b.jpg	Yes	masculine	masculine		Hannah
OP_305	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2020/03/31/christian-maldonado-a-cashier-at-the-galaxy-grill-363f1d-1600.jpg	Yes	masculine	masculine		Hannah
OP_306	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/8422717/pexels-photo-8422717.jpeg	Yes	masculine	feminine		Hannah
OP_307	retail	customer_facing	clerk	customer	https://cdn4.picryl.com/photo/1938/01/01/making-a-purchase-in-cooperative-stores-lake-dick-project-arkansas-889f28-1600.jpg	Yes	masculine	feminine		Hannah
OP_308	retail	customer_facing	clerk	customer	https://live.staticflickr.com/91/207672780_9543b887ce_b.jpg	Yes	masculine	feminine		Hannah
OP_309	retail	customer_facing	clerk	customer	https://c.pxhere.com/photos/1e/03/bojanmustur_bojanmustur_com_bojanmusturphoto_doha_facesofdoha_facesofqatar_qatar-1609302.jpg!d	Yes	masculine	feminine		Hannah
OP_310	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/7667454/pexels-photo-7667454.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	masculine	feminine		Hannah
OP_311	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2020/04/10/a-cashier-wears-a-face-covering-while-finalizing-an-ca714d-1024.jpg	Yes	feminine	masculine		Hannah
OP_312	retail	customer_facing	clerk	customer	https://cdn10.picryl.com/photo/1994/12/01/a-us-military-female-officer-pays-the-commissary-store-clerk-for-items-purchased-c18e86-1024.jpg	Yes	feminine	masculine		Hannah
OP_313	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/9050571/pexels-photo-9050571.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	masculine		Hannah
OP_314	retail	customer_facing	clerk	customer	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhU0DMs2Le-uyjLMf4r25jNrJNBZj5fDMxgw&usqp=CAU	Yes	feminine	masculine		Hannah
OP_315	retail	customer_facing	clerk	customer	https://cdn14.picryl.com/photo/2011/02/11/ships-serviceman-seaman-xochitl-romero-serves-a-customer-in-the-ships-store-891188-1024.jpg	Yes	feminine	masculine		Hannah
OP_316	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/6545445/pexels-photo-6545445.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	feminine		Hannah
OP_317	retail	customer_facing	clerk	customer	https://upload.wikimedia.org/wikipedia/commons/5/53/08-21-1949_06464_Foekje_Dillema_%285580664102%29.jpg	Yes	feminine	feminine		Hannah
OP_318	retail	customer_facing	clerk	customer	https://live.staticflickr.com/5813/22608448685_97da16804f_b.jpg	Yes	feminine	feminine		Hannah
OP_319	retail	customer_facing	clerk	customer	https://cdn2.picryl.com/photo/2019/03/26/brandi-spriggs-a-cashier-contractor-takes-the-meal-08116e-1024.jpg	Yes	feminine	feminine		Hannah
OP_320	retail	customer_facing	clerk	customer	https://images.pexels.com/photos/4921253/pexels-photo-4921253.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	feminine		Hannah
OP_321	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6127097/pexels-photo-6127097.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah
OP_322	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8815880/pexels-photo-8815880.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah
OP_323	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7578899/pexels-photo-7578899.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah
OP_324	retail	customer_facing	manager	customer	https://images.pexels.com/photos/3783585/pexels-photo-3783585.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah
OP_325	retail	customer_facing	manager	customer	https://images.pexels.com/photos/2182981/pexels-photo-2182981.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	masculine		Hannah
OP_326	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5668855/pexels-photo-5668855.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah
OP_327	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6281462/pexels-photo-6281462.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah
OP_328	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7578991/pexels-photo-7578991.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah
OP_329	retail	customer_facing	manager	customer	https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3QyW_9mOv47og8eqmc-Ti0KzuQA4cbeSpJg&usqp=CAU	Yes	masculine	feminine		Hannah
OP_330	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8293653/pexels-photo-8293653.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	masculine	feminine		Hannah
OP_331	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8292817/pexels-photo-8292817.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah
OP_332	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7415050/pexels-photo-7415050.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah
OP_333	retail	customer_facing	manager	customer	https://gidpostrahovke.ru/wp-content/uploads/2019/11/alfastrahovaniye-ipoteki-7-1024x682.jpg	Yes	feminine	masculine		Hannah
OP_334	retail	customer_facing	manager	customer	https://images.pexels.com/photos/4343451/pexels-photo-4343451.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah
OP_335	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5699479/pexels-photo-5699479.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	masculine		Hannah
OP_336	retail	customer_facing	manager	customer	https://images.pexels.com/photos/8962527/pexels-photo-8962527.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah
OP_337	retail	customer_facing	manager	customer	https://images.pexels.com/photos/2041393/pexels-photo-2041393.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah
OP_338	retail	customer_facing	manager	customer	https://images.pexels.com/photos/6457574/pexels-photo-6457574.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah
OP_339	retail	customer_facing	manager	customer	https://images.pexels.com/photos/5668511/pexels-photo-5668511.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah
OP_340	retail	customer_facing	manager	customer	https://images.pexels.com/photos/7267385/pexels-photo-7267385.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Hannah
OP_341	service	food_service	baker	customer	https://img.freepik.com/vrije-photo/oudere-bebaarde-bakker-die-brood-aan-zijn-klant-geeft_130388-1741.jpg?size=626&ext=jpg	Yes	masculine	masculine		Fernanda
OP_342	service	food_service	baker	customer	http://estaticos02.cache.el-mundo.net/elmundo/imagenes/2012/10/05/economia/1349445062_extras_ladillos_2_0.jpg	Yes	masculine	masculine		Fernanda
OP_343	service	food_service	baker	customer	https://t3.ftcdn.net/jpg/01/16/70/68/360_F_116706866_d5NIahVwqjGMHgoORTnP9NgRAHbIvM9O.jpg	Yes	masculine	masculine		Fernanda
OP_344	service	food_service	baker	customer	https://images.ladepeche.fr/api/v1/images/view/5e86a9cad286c2430c0fd215/large/image.jpg?v=1	Yes	masculine	masculine		Fernanda
OP_345	service	food_service	baker	customer	https://icdn.ensonhaber.com/resimler/diger/kok/2021/09/03/kizilay_5882.jpg	Yes	masculine	masculine		Fernanda
OP_346	service	food_service	baker	customer	https://static.wixstatic.com/media/11062b_e51d5bdbc8794e3c9309c2a123b1ad5f~mv2.jpg/v1/fill/w_491,h_327,al_c,q_80,usm_0.66_1.00_0.01/11062b_e51d5bdbc8794e3c9309c2a123b1ad5f~mv2.jpg	Yes	masculine	feminine		Fernanda
OP_347	service	food_service	baker	customer	https://www.condexatedenbay.com/upload/6/ab/6ab6a06eb3fe69dacdac3ffd79ef6812.jpg	Yes	masculine	feminine		Fernanda
OP_348	service	food_service	baker	customer	https://web.static-rmg.be/if/c_crop,w_1000,h_666,x_0,y_0,g_center/c_fit,w_620,h_412/08d9a7e1ef05a9ca4e43e2312d3cb6e8.jpg	Yes	masculine	feminine		Fernanda
OP_349	service	food_service	baker	customer	https://images.squarespace-cdn.com/content/5685323a5a5668c115f1df42/1525084021596-VJZVCAGCC16TNAZJJHB4/Copenhagen+Coffee+Lab+and+Bakery+019.jpg?format=1000w&content-type=image%2Fjpeg	Yes	masculine	feminine		Fernanda
OP_350	service	food_service	baker	customer	https://tel.img.pmdstatic.net/fit/https.3A.2F.2Fprd2-tel-epg-img.2Es3-eu-west-1.2Eamazonaws.2Ecom.2Fprogram.2F46c78579e1d5f358.2Ejpg/630x355/quality/80/les-aventures-culinaires-de-sarah-wiener-dans-les-alpes.jpg	Yes	masculine	feminine		Fernanda
OP_351	service	food_service	baker	customer	https://assets.simpleviewinc.com/simpleview/image/upload/c_fill,h_400,q_75,w_610/v1/clients/southwestontario/The_Good_Bread_Company_shopping_610_by_400_15f51d2b-9d9b-4b7a-a8f7-efe4adcd70a0.jpg	Yes	feminine	masculine		Fernanda
OP_352	service	food_service	baker	customer	https://bloximages.chicago2.vip.townnews.com/dailyjournalonline.com/content/tncms/assets/v3/editorial/5/52/55203d24-5b3c-502b-ae02-9cef3d7e6e64/5d925dd38e45e.image.jpg?resize=1200%2C800	Yes	feminine	masculine		Fernanda
OP_353	service	food_service	baker	customer	https://g.acdn.no/obscura/API/dynamic/r1/ece5/tr_480_319_l_f/0000/oppl/2018/11/29/9/BB_01-02-DSC_0413.jpg?chk=3ACB8C	Yes	feminine	masculine		Fernanda
OP_354	service	food_service	baker	customer	https://www.hubcitytimes.com/wp-content/uploads/2017/05/BUS-Bakery-1-170503-1024x768.jpg	Yes	feminine	masculine		Fernanda
OP_355	service	food_service	baker	customer	https://images.pexels.com/photos/4921271/pexels-photo-4921271.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=1	Yes	feminine	masculine		Fernanda
OP_356	service	food_service	baker	customer	https://www.infovarejo.com.br/wp-content/uploads/2017/05/AMIS-oferece-curso-sobre-oportunidade-de-vendas-no-atendimento-ao-cliente740x360.jpg	Yes	feminine	feminine		Fernanda
OP_357	service	food_service	baker	customer	https://t2.ftcdn.net/jpg/00/45/15/45/240_F_45154564_7FfXB4duK5WV1HSGDFw93969tWhG8qv6.jpg	Yes	feminine	feminine		Fernanda
OP_358	service	food_service	baker	customer	https://hercanberra.com.au/wp-content/uploads/2020/02/Ainslie-Bakery_feature.jpg	Yes	feminine	feminine		Fernanda
OP_359	service	food_service	baker	customer	https://imagenes.elpais.com/resizer/FOiNJH74xOTKMRBiUzZxRhElIBA=/414x0/cloudfront-eu-central-1.images.arcpublishing.com/prisa/XPXTS7AILFDKXONSSCJVBFJ5QY.jpg	Yes	feminine	feminine		Fernanda
OP_360	service	food_service	baker	customer	https://images.squarespace-cdn.com/content/524e66c2e4b0bd80688f20c5/1449577376663-MTRCJ87P9C3NRT9JI079/hudik_brod_midvinterglod.jpg?format=1000w&content-type=image%2Fjpeg	Yes	feminine	feminine		Fernanda
OP_361	service	food_service	waiter	patron	https://static2.s-trojmiasto.pl/zdj/c/n/2/1852/300x190/1852365__kr.jpg	Yes	masculine	masculine		Fernanda
OP_362	service	food_service	waiter	patron	https://images.pexels.com/photos/4921156/pexels-photo-4921156.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Fernanda
OP_363	service	food_service	waiter	patron	https://images.pexels.com/photos/8790959/pexels-photo-8790959.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Fernanda
OP_364	service	food_service	waiter	patron	https://i.iplsc.com/gastronomia-poszukuje-pracownikow-kuchni-personelu-sprzataja/0001VO3W1YUBY180-C116-F4.jpg	Yes	masculine	masculine		Fernanda
OP_365	service	food_service	waiter	patron	https://t2.ftcdn.net/jpg/00/68/15/97/240_F_68159770_J5rYZhW98Hg8jEyrbvWTMCkXXBa5RL1a.jpg	Yes	masculine	masculine		Fernanda
OP_366	service	food_service	waiter	patron	https://blog.enafood.gr/wp-content/uploads/2019/07/July_Category-Auxiste-tin-pelateia-sas_-To-humor-stin-exipiretisi-pelaton-696x487.jpg	Yes	masculine	feminine		Fernanda
OP_367	service	food_service	waiter	patron	https://images.pexels.com/photos/8790976/pexels-photo-8790976.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_368	service	food_service	waiter	patron	https://images.pexels.com/photos/4920852/pexels-photo-4920852.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_369	service	food_service	waiter	patron	https://images.pexels.com/photos/7105164/pexels-photo-7105164.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_370	service	food_service	waiter	patron	https://t3.ftcdn.net/jpg/01/44/44/50/240_F_144445059_CMCb0WtwUqeinUV25jNO37T4Stf3uQbw.jpg	Yes	masculine	feminine		Fernanda
OP_371	service	food_service	waiter	patron	https://images.pexels.com/photos/6322507/pexels-photo-6322507.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_372	service	food_service	waiter	patron	https://g.denik.cz/46/9e/plzen-restaurace-01_galerie-980.jpg	Yes	feminine	masculine		Fernanda
OP_373	service	food_service	waiter	patron	https://img.freepik.com/vrije-photo/nieuwe-bestelling-vrolijke-vriendelijke-positieve-serveerster-die-aantekeningen-vasthoudt-en-glimlacht-terwijl-ze-luistert-naar-de-bestelling-van-haar-klant_376548-426.jpg?size=626&ext=jpg	Yes	feminine	masculine		Fernanda
OP_374	service	food_service	waiter	patron	https://images.pexels.com/photos/6327561/pexels-photo-6327561.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_375	service	food_service	waiter	patron	https://images.pexels.com/photos/8440065/pexels-photo-8440065.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	masculine		Fernanda
OP_376	service	food_service	waiter	patron	https://images.pexels.com/photos/4350081/pexels-photo-4350081.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Fernanda
OP_377	service	food_service	waiter	patron	https://images.pexels.com/photos/3907080/pexels-photo-3907080.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_378	service	food_service	waiter	patron	https://images.pexels.com/photos/6223189/pexels-photo-6223189.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_379	service	food_service	waiter	patron	https://images.pexels.com/photos/3800536/pexels-photo-3800536.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_380	service	food_service	waiter	patron	https://images.pexels.com/photos/6231618/pexels-photo-6231618.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Fernanda
OP_381	service	food_service	bartender	customer	https://images.pexels.com/photos/9198296/pexels-photo-9198296.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	masculine	masculine		Fernanda
OP_382	service	food_service	bartender	customer	https://images.pexels.com/photos/6284898/pexels-photo-6284898.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	masculine	masculine		Fernanda
OP_383	service	food_service	bartender	customer	https://us.123rf.com/450wm/annbull/annbull1503/annbull150300506/37884693-man-tasting-beer-at-the-bar.jpg	Yes	masculine	masculine		Fernanda
OP_384	service	food_service	bartender	customer	https://t3.ftcdn.net/jpg/04/09/96/56/360_F_409965627_aPKvqHBsTtGTApgWtdNa2JuHzz2NyyXO.jpg	Yes	masculine	masculine		Fernanda
OP_385	service	food_service	bartender	customer	https://trvimg.r10s.jp/share/image_up/408/MIDDLE/4sKT95.jpeg?fit=inside%7C210:210	Yes	masculine	masculine		Fernanda
OP_386	service	food_service	bartender	customer	https://images.pexels.com/photos/4485380/pexels-photo-4485380.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_387	service	food_service	bartender	customer	https://images.pexels.com/photos/3771824/pexels-photo-3771824.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_388	service	food_service	bartender	customer	https://www.gannett-cdn.com/presto/2020/01/31/PASH/34eb1d21-5094-42c7-ace2-541e83958154-Conundrum_005.JPG?width=540&height=&fit=bounds&auto=webp	Yes	masculine	feminine		Fernanda
OP_389	service	food_service	bartender	customer	https://images.pexels.com/photos/10375856/pexels-photo-10375856.jpeg?auto=compress&cs=tinysrgb&w=600&lazy=load	Yes	masculine	feminine		Fernanda
OP_390	service	food_service	bartender	customer	https://images.pexels.com/photos/5371916/pexels-photo-5371916.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_391	service	food_service	bartender	customer	https://images.pexels.com/photos/1267688/pexels-photo-1267688.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	masculine		Fernanda
OP_392	service	food_service	bartender	customer	https://images.pexels.com/photos/11637700/pexels-photo-11637700.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_393	service	food_service	bartender	customer	https://images2.minutemediacdn.com/image/upload/c_fill,g_auto,h_1248,w_2220/f_auto,q_auto,w_1100/v1555438377/shape/mentalfloss/istock_000028843050_small.jpg	Yes	feminine	masculine		Fernanda
OP_394	service	food_service	bartender	customer	https://ml6eywhwdo8s.i.optimole.com/d060Nlk.bAJO~65ae4/w:auto/h:auto/q:auto/https://www.rossfeighery.com/images/blog/BestBars-Blog1/ChiMag-BestBars-5.jpg	Yes	feminine	masculine		Fernanda
OP_395	service	food_service	bartender	customer	https://t4.ftcdn.net/jpg/01/45/83/61/240_F_145836182_tpB7gtb7n4FXTaijZ3g3OXfteZXuuVYd.jpg	Yes	feminine	masculine		Fernanda
OP_396	service	food_service	bartender	customer	https://images.pexels.com/photos/3009757/pexels-photo-3009757.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Fernanda
OP_397	service	food_service	bartender	customer	https://images.pexels.com/photos/10375861/pexels-photo-10375861.jpeg?auto=compress&cs=tinysrgb&w=600&lazy=load	Yes	feminine	feminine		Fernanda
OP_398	service	food_service	bartender	customer	https://cdnmyslo.ru/Photogallery/bb/18/bb18626c-cd0f-4a31-912b-a76053e41789_s.jpg	Yes	feminine	feminine		Fernanda
OP_399	service	food_service	bartender	customer	https://image.freepik.com/free-photo/bartender-woman-with-beer_23-2147680956.jpg	Yes	feminine	feminine		Fernanda
OP_400	service	food_service	bartender	customer	https://pds.exblog.jp/pds/1/201607/23/02/a0050302_2404056.jpg	Yes	feminine	feminine		Fernanda
OP_401	service	fashion	hairdresser	client	https://t3.ftcdn.net/jpg/02/62/82/20/360_F_262822088_dRljvQXmoJ2syNFoQSgts4GecK9yGcDj.jpg	Yes	masculine	masculine		Fernanda
OP_402	service	fashion	hairdresser	client	https://images.pexels.com/photos/10024237/pexels-photo-10024237.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	masculine	masculine		Fernanda
OP_403	service	fashion	hairdresser	client	https://images.pexels.com/photos/1813346/pexels-photo-1813346.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Fernanda
OP_404	service	fashion	hairdresser	client	https://images.pexels.com/photos/1804638/pexels-photo-1804638.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Fernanda
OP_405	service	fashion	hairdresser	client	https://images.pexels.com/photos/331989/pexels-photo-331989.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	masculine		Fernanda
OP_406	service	fashion	hairdresser	client	https://images.pexels.com/photos/7440127/pexels-photo-7440127.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	masculine	feminine		Fernanda
OP_407	service	fashion	hairdresser	client	https://images.pexels.com/photos/696285/pexels-photo-696285.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	masculine	feminine		Fernanda
OP_408	service	fashion	hairdresser	client	https://images.pexels.com/photos/8468127/pexels-photo-8468127.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_409	service	fashion	hairdresser	client	https://images.pexels.com/photos/7603842/pexels-photo-7603842.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_410	service	fashion	hairdresser	client	https://images.pexels.com/photos/696287/pexels-photo-696287.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	masculine	feminine		Fernanda
OP_411	service	fashion	hairdresser	client	https://images.pexels.com/photos/7388968/pexels-photo-7388968.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	masculine		Fernanda
OP_412	service	fashion	hairdresser	client	https://images.pexels.com/photos/6599031/pexels-photo-6599031.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_413	service	fashion	hairdresser	client	https://images.pexels.com/photos/6599044/pexels-photo-6599044.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_414	service	fashion	hairdresser	client	https://images.pexels.com/photos/7451207/pexels-photo-7451207.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	masculine		Fernanda
OP_415	service	fashion	hairdresser	client	https://img.freepik.com/free-photo/_7502-1755.jpg?size=626&ext=jpg	Yes	feminine	masculine		Fernanda
OP_416	service	fashion	hairdresser	client	https://images.pexels.com/photos/5368629/pexels-photo-5368629.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_417	service	fashion	hairdresser	client	https://images.pexels.com/photos/7755508/pexels-photo-7755508.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_418	service	fashion	hairdresser	client	https://images.pexels.com/photos/3993310/pexels-photo-3993310.jpeg?auto=compress&cs=tinysrgb&w=800&lazy=load	Yes	feminine	feminine		Fernanda
OP_419	service	fashion	hairdresser	client	https://images.pexels.com/photos/8834068/pexels-photo-8834068.jpeg?auto=compress&cs=tinysrgb&w=1260&h=750&dpr=2	Yes	feminine	feminine		Fernanda
OP_420	service	fashion	hairdresser	client	https://images.pexels.com/photos/10318057/pexels-photo-10318057.jpeg?auto=compress&cs=tinysrgb&w=800	Yes	feminine	feminine		Fernanda
OP_421	service	animal	veterinarian	client	https://photos.bringfido.com/resources/6/3/5/536/536_113342.jpg?size=tile&amp;density=2x	Yes	masculine	masculine		Fernanda
OP_422	service	animal	veterinarian	client	https://www.vettimes.co.uk/app/uploads/2016/10/Graham-Evans_Willows-visit-2.jpg	Yes	masculine	masculine		Fernanda
OP_423	service	animal	veterinarian	client	https://static.wixstatic.com/media/b2fcf5_f8da3167541f4de7a64b3446e1ea47e5~mv2.jpg/v1/fit/w_676,h_452,q_90/b2fcf5_f8da3167541f4de7a64b3446e1ea47e5~mv2.jpg	Yes	masculine	masculine		Fernanda
OP_424	service	animal	veterinarian	client	https://www.vetvet.lv/wp-content/uploads/2017/12/CJ4B1820-2.jpg	Yes	masculine	masculine		Fernanda
OP_425	service	animal	veterinarian	client	https://gatosyperros.net/wp-content/uploads/2020/08/p1d1r5slt7mrct221q721gk71tvd6.jpg	Yes	masculine	masculine		Fernanda
OP_426	service	animal	veterinarian	client	https://images.pexels.com/photos/6235011/pexels-photo-6235011.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	masculine	feminine		Fernanda
OP_427	service	animal	veterinarian	client	https://images.pexels.com/photos/6234607/pexels-photo-6234607.jpeg?auto=compress&cs=tinysrgb&w=600	Yes	masculine	feminine		Fernanda
OP_428	service	animal	veterinarian	client	https://estaticos.qdq.com/swdata/cache/c3/87/c3876b9f7e44d84c86cb7934df0d53db.jpg	Yes	masculine	feminine		Fernanda
OP_429	service	animal	veterinarian	client	https://static.wixstatic.com/media/f7299a_4f36c691998b4c2eaa2ee269c603e208~mv2.jpg/v1/fill/w_368,h_245,al_c,q_80,usm_0.66_1.00_0.01/f7299a_4f36c691998b4c2eaa2ee269c603e208~mv2.jpg	Yes	masculine	feminine		Fernanda
OP_430	service	animal	veterinarian	client	https://marketingplatform.vivial.net/sites/default/files/styles/400x200/public/content_images/avon-ny-veterinarian.jpg	Yes	masculine	feminine		Fernanda
OP_431	service	animal	veterinarian	client	https://i3-img.7tv.de/pis/ezone/e2b5qgELB38wdEB-ZftIYFPQSp-HxjRVj8ghGONpO6WKv5SP734ruux2HBknDAMAEg1YoXG5GTSzLoX5WM_70sRPRhI6-7AviCsMJfM8DA/profile:mag-max-1280x722?source	Yes	feminine	masculine		Fernanda
OP_432	service	animal	veterinarian	client	https://cdn.shrm.org/image/upload/c_crop%2ch_691%2cw_1229%2cx_3%2cy_106/c_fit%2cf_auto%2cq_auto%2cw_767/v1/Employee%20Relations/iStock-1308372292_rtjc6r?databtoa=eyIxNng5Ijp7IngiOjMsInkiOjEwNiwieDIiOjEyMzIsInkyIjo3OTYsInciOjEyMjksImgiOjY5MX19	Yes	feminine	masculine		Fernanda
OP_433	service	animal	veterinarian	client	https://t1.ftcdn.net/jpg/00/51/00/24/240_F_51002491_crvsw0nFmfm97eP9hcvo2QJDiqrwGW5j.jpg	Yes	feminine	masculine		Fernanda
OP_434	service	animal	veterinarian	client	https://bensvet.com.br/wp-content/uploads/2017/03/O-que-fazer-com-clientes-inativos-Aprenda-aqui-dicas-pr%C3%A1ticas-para-resgat%C3%A1-los.jpg	Yes	feminine	masculine		Fernanda
OP_435	service	animal	veterinarian	client	https://t2.ftcdn.net/jpg/00/51/03/47/240_F_51034795_0WEeUxKvTVZUxoQ72QrDBWPJtYvDc3aT.jpg	Yes	feminine	masculine		Fernanda
